Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
4/22/2018,2018,Waterbury,444584.207,68300,Single Family,Detached House,3,3,1021,1.422308,East
4/22/2018,2018,Stamford,444190,440000,Single Family,Detached House,3,2,921,1.422308,South
4/25/2018,2018,West Hartford,182840,220000,Three Family,Triplex,6,6,1111.658981,1.422308,South
4/25/2018,2018,West Hartford,157710,305000,Single Family,Detached House,3,2,1013,1.422308,South
4/25/2018,2018,Waterbury,67160,27000,Single Family,Detached House,3,2,948,1.422308,North
4/26/2018,2018,Norwalk,258970,354500,Single Family,Detached House,3,3,921,1.422308,South
4/26/2018,2018,Stamford,587670,825000,Single Family,Detached House,3,2,1111.658981,1.422308,East
4/26/2018,2018,Unknown,334450,553500,Single Family,Detached House,3,2,1081,1.422308,South
4/27/2018,2018,Norwalk,203600,264900,Single Family,Detached House,3,2,1096,1.422308,South
4/27/2018,2018,Norwalk,220280,450000,Single Family,Detached House,3,1,1031,1.422308,West
4/28/2018,2018,Stamford,231550,300000,Single Family,Detached House,3,2,1111.658981,1.422308,South
4/28/2018,2018,Norwalk,1399520,4825000,Single Family,Detached House,3,2,1072,1.422308,North
4/28/2018,2018,West Hartford,444584.207,436000,Single Family,Detached House,3,2,1032,1.422308,North
4/29/2018,2018,Waterbury,77040,85000,Single Family,Detached House,3,1,927,1.422308,West
4/29/2018,2018,Stamford,263220,430000,Three Family,Triplex,6,5,1111.658981,1.422308,North
4/29/2018,2018,Waterbury,57320,83200,Single Family,Detached House,3,1,1002,1.422308,West
4/29/2018,2018,Stamford,254880,450000,Single Family,Detached House,3,3,1096,1.422308,North
5/2/2018,2018,Waterbury,114060,145000,Single Family,Detached House,3,3,995,1.422308,South
5/2/2018,2018,West Hartford,189770,329000,Single Family,Detached House,3,1,1007,1.422308,South
5/2/2018,2018,Waterbury,29870,100000,Single Family,Detached House,3,1,1071,1.422308,West
5/2/2018,2018,Unknown,75460,90000,Single Family,Detached House,3,1,1023,1.422308,West
5/3/2018,2018,Stamford,444584.207,1342541,Single Family,Detached House,3,2,955,1.422308,North
5/3/2018,2018,Stamford,444584.207,975000,Single Family,Detached House,3,1,1085,1.422308,East
5/3/2018,2018,Unknown,184520,325000,Single Family,Detached House,3,2,1005,1.422308,South
5/5/2018,2018,Norwalk,291370,533750,Single Family,Detached House,3,1,1062,1.422308,South
5/6/2018,2018,Stamford,415070,668000,Single Family,Detached House,3,2,950,1.422308,West
5/6/2018,2018,Norwalk,349020,596000,Single Family,Detached House,3,3,1018,1.422308,North
5/9/2018,2018,Unknown,279300,465000,Single Family,Detached House,3,2,982,1.422308,East
5/9/2018,2018,Norwalk,444584.207,646000,Single Family,Detached House,3,1,947,1.422308,East
5/9/2018,2018,Unknown,130970,145000,Single Family,Detached House,3,1,967,1.422308,East
5/9/2018,2018,Stamford,549980,717500,Single Family,Detached House,3,3,982,1.422308,West
5/9/2018,2018,Waterbury,444584.207,10000,Single Family,Detached House,3,2,1069,1.422308,East
5/9/2018,2018,Stamford,266830,575000,Single Family,Triplex,6,6,2013,1.422308,East
5/10/2018,2018,Stamford,494990,735000,Single Family,Detached House,3,2,990,1.422308,East
5/10/2018,2018,Stamford,288780,525000,Single Family,Detached House,3,1,1040,1.422308,East
5/10/2018,2018,Norwalk,351890,475000,Single Family,Detached House,3,1,1093,1.422308,West
5/12/2018,2018,West Hartford,188930,302500,Two Family,Duplex,4,2,1434,1.422308,West
5/12/2018,2018,Norwalk,342750,589000,Single Family,Detached House,3,3,1069,1.422308,North
5/13/2018,2018,Norwalk,644970,760000,Single Family,Detached House,3,2,1042,1.422308,North
5/16/2018,2018,West Hartford,200130,349900,Single Family,Detached House,3,1,941,1.422308,South
5/16/2018,2018,Norwalk,205150,365000,Two Family,Duplex,4,3,1485,1.422308,West
5/17/2018,2018,Norwalk,872170,1155000,Single Family,Detached House,3,2,1111.658981,1.422308,East
5/17/2018,2018,Norwalk,246830,409900,Single Family,Detached House,3,1,949,1.422308,North
5/19/2018,2018,Norwalk,602820,792000,Single Family,Detached House,3,3,915,1.422308,East
5/19/2018,2018,Waterbury,39050,27000,Three Family,Triplex,6,5,1850,1.422308,South
5/20/2018,2018,Waterbury,85760,43000,Single Family,Detached House,3,1,920,1.422308,East
5/20/2018,2018,Norwalk,385510,575000,Single Family,Detached House,3,3,918,1.422308,North
5/23/2018,2018,Waterbury,96480,160000,Single Family,Detached House,3,2,936,1.422308,South
5/23/2018,2018,Unknown,364000,440000,Single Family,Detached House,3,2,1067,1.422308,West
5/23/2018,2018,Unknown,408520,745000,Single Family,Detached House,3,3,968,1.422308,North
5/23/2018,2018,West Hartford,192710,215000,Single Family,Detached House,3,1,973,1.422308,North
5/23/2018,2018,Unknown,184330,260150,Single Family,Detached House,3,3,1012,1.422308,North
5/24/2018,2018,West Hartford,210140,347500,Single Family,Detached House,3,2,965,1.422308,North
5/24/2018,2018,Stamford,317940,515000,Single Family,Detached House,3,2,1025,1.422308,West
5/24/2018,2018,Waterbury,91750,117000,Single Family,Detached House,3,2,1075,1.422308,South
5/25/2018,2018,Unknown,28790,11000,Single Family,Detached House,3,1,1001,1.422308,East
5/26/2018,2018,West Hartford,121030,177000,Single Family,Detached House,3,3,1040,1.422308,West
5/26/2018,2018,Waterbury,112690,175000,Single Family,Detached House,3,2,906,1.422308,South
5/26/2018,2018,Waterbury,81020,72341,Two Family,Duplex,4,3,1321,1.422308,East
5/27/2018,2018,Waterbury,59880,79000,Single Family,Detached House,3,2,926,1.422308,South
5/27/2018,2018,West Hartford,135170,194000,Single Family,Detached House,3,1,1059,1.422308,West
5/31/2018,2018,Stamford,302920,581025,Single Family,Detached House,3,1,1022,1.422308,East
5/31/2018,2018,Waterbury,70430,135000,Three Family,Triplex,6,4,1838,1.422308,East
5/31/2018,2018,West Hartford,590940,626000,Single Family,Detached House,3,3,1040,1.422308,West
6/1/2018,2018,Stamford,444584.207,410000,Single Family,Detached House,3,3,1031,1.422308,South
6/1/2018,2018,Waterbury,84700,129000,Single Family,Detached House,3,2,1111.658981,1.422308,West
6/1/2018,2018,Norwalk,161620,310000,Two Family,Duplex,4,4,1356,1.422308,East
6/2/2018,2018,West Hartford,299250,182500,Single Family,Detached House,3,2,1085,1.422308,North
6/2/2018,2018,West Hartford,698740,975000,Single Family,Detached House,3,1,1111.658981,1.422308,North
6/2/2018,2018,Norwalk,310290,525000,Single Family,Detached House,3,3,1111.658981,1.422308,North
6/2/2018,2018,Waterbury,95930,64600,Single Family,Detached House,3,1,926,1.422308,South
6/3/2018,2018,Waterbury,77640,59000,Single Family,Detached House,3,1,1011,1.422308,East
6/3/2018,2018,Norwalk,271080,412500,Single Family,Detached House,3,2,1053,1.422308,West
6/6/2018,2018,Waterbury,118150,155000,Single Family,Detached House,3,2,910,1.422308,West
6/7/2018,2018,West Hartford,589680,855000,Single Family,Detached House,3,2,1111.658981,1.422308,East
6/7/2018,2018,West Hartford,444584.207,290000,Single Family,Detached House,3,2,994,1.422308,North
6/7/2018,2018,Unknown,55320,143000,Single Family,Triplex,6,5,1804,1.422308,North
6/8/2018,2018,Norwalk,196510,340500,Single Family,Detached House,3,3,1054,1.422308,North
6/9/2018,2018,Waterbury,93310,159500,Single Family,Detached House,3,1,1009,1.422308,West
6/9/2018,2018,West Hartford,258790,385000,Single Family,Detached House,3,1,961,1.422308,East
6/10/2018,2018,Unknown,454830,720000,Single Family,Detached House,3,3,1023,1.422308,North
6/13/2018,2018,Stamford,273130,465000,Single Family,Detached House,3,2,1001,1.422308,North
6/14/2018,2018,Waterbury,31970,30000,Two Family,Duplex,4,4,1425,1.422308,West
6/14/2018,2018,West Hartford,362250,160000,Single Family,Detached House,3,3,988,1.422308,East
6/15/2018,2018,Stamford,800700,1500000,Single Family,Detached House,3,2,1006,1.422308,West
6/16/2018,2018,Stamford,193420,385000,Two Family,Duplex,4,3,1413,1.422308,East
6/16/2018,2018,Norwalk,515560,660000,Single Family,Detached House,3,1,1006,1.422308,West
6/16/2018,2018,Unknown,456190,560000,Single Family,Detached House,3,1,1057,1.422308,North
6/16/2018,2018,West Hartford,732410,910500,Single Family,Detached House,3,2,988,1.422308,South
6/16/2018,2018,West Hartford,444584.207,605000,Single Family,Detached House,3,2,1111.658981,1.422308,East
6/17/2018,2018,Stamford,277970,420000,Single Family,Detached House,3,3,1096,1.422308,West
6/17/2018,2018,Unknown,444584.207,800000,Single Family,Detached House,3,3,1111.658981,1.422308,West
6/17/2018,2018,Unknown,1341710,1900000,Single Family,Detached House,3,1,959,1.422308,South
6/17/2018,2018,Stamford,383350,545000,Single Family,Detached House,3,3,1081,1.422308,East
6/20/2018,2018,West Hartford,161700,273000,Single Family,Detached House,3,3,1111.658981,1.422308,East
6/20/2018,2018,Norwalk,189910,222075,Single Family,Detached House,3,2,907,1.422308,South
6/20/2018,2018,Waterbury,82860,108000,Single Family,Detached House,3,1,971,1.422308,West
6/21/2018,2018,Waterbury,64310,138500,Three Family,Triplex,6,5,1925,1.422308,South
6/23/2018,2018,Stamford,268390,529000,Single Family,Detached House,3,2,934,1.422308,West
6/24/2018,2018,West Hartford,341040,500000,Single Family,Detached House,3,2,1055,1.422308,South
6/27/2018,2018,Waterbury,61510,70000,Single Family,Detached House,3,3,925,1.422308,East
6/27/2018,2018,Norwalk,426588,722500,Single Family,Detached House,3,1,999,1.422308,East
6/27/2018,2018,Stamford,219740,330500,Two Family,Duplex,4,2,1436,1.422308,West
6/27/2018,2018,West Hartford,444584.207,814900,Single Family,Detached House,3,2,940,1.422308,West
6/28/2018,2018,West Hartford,388640,765000,Single Family,Detached House,3,1,907,1.422308,East
6/28/2018,2018,Waterbury,124850,129500,Two Family,Duplex,4,3,1410,1.422308,West
6/28/2018,2018,Norwalk,444584.207,550000,Two Family,Duplex,4,2,1111.658981,1.422308,North
6/28/2018,2018,West Hartford,265020,595000,Single Family,Detached House,3,3,911,1.422308,North
6/29/2018,2018,Norwalk,323030,392000,Single Family,Detached House,3,3,1004,1.422308,West
6/29/2018,2018,Unknown,10990,6000,Single Family,Detached House,3,3,1111.658981,1.422308,South
6/30/2018,2018,Unknown,474380,575000,Single Family,Detached House,3,2,1050,1.422308,East
6/30/2018,2018,Waterbury,84480,110000,Single Family,Detached House,3,2,1111.658981,1.422308,East
6/30/2018,2018,Waterbury,66280,82500,Single Family,Detached House,3,3,1111.658981,1.422308,North
6/30/2018,2018,West Hartford,444584.207,649000,Single Family,Detached House,3,1,1059,1.422308,East
6/30/2018,2018,Stamford,318430,475000,Single Family,Detached House,3,1,1025,1.422308,South
7/1/2018,2018,Norwalk,213860,354000,Single Family,Detached House,3,2,1055,1.422308,North
7/1/2018,2018,Norwalk,248890,422500,Single Family,Detached House,3,3,1069,1.422308,North
7/1/2018,2018,Norwalk,200200,365000,Single Family,Detached House,3,1,1032,1.422308,East
7/1/2018,2018,West Hartford,145250,212000,Single Family,Detached House,3,2,1111.658981,1.422308,South
7/1/2018,2018,Unknown,405440,500000,Single Family,Detached House,3,1,1111.658981,1.422308,South
7/1/2018,2018,Unknown,95450,90000,Single Family,Detached House,3,3,1111.658981,1.422308,South
7/5/2018,2018,West Hartford,173460,150500,Single Family,Detached House,3,2,1063,1.422308,West
7/5/2018,2018,Waterbury,444584.207,50000,Single Family,Detached House,3,2,1111.658981,1.422308,South
7/5/2018,2018,Waterbury,63970,20000,Single Family,Detached House,3,1,1071,1.422308,West
7/6/2018,2018,Waterbury,86390,125000,Three Family,Triplex,6,6,2019,1.422308,North
7/6/2018,2018,Waterbury,70050,80500,Four Family,Fourplex,8,6,2465,1.422308,East
7/6/2018,2018,Stamford,444584.207,1352500,Single Family,Detached House,3,1,1060,1.422308,South
7/6/2018,2018,Norwalk,467700,745000,Single Family,Detached House,3,3,926,1.422308,West
7/7/2018,2018,West Hartford,537600,910000,Single Family,Detached House,3,1,1008,1.422308,South
7/7/2018,2018,West Hartford,208950,285000,Single Family,Detached House,3,1,1044,1.422308,West
7/8/2018,2018,Waterbury,95050,100000,Single Family,Detached House,3,3,1111.658981,1.422308,South
7/8/2018,2018,Unknown,276990,477000,Single Family,Detached House,3,3,1055,1.422308,South
7/8/2018,2018,Stamford,166540,250000,Single Family,Detached House,3,1,941,1.422308,East
7/8/2018,2018,Stamford,465930,703000,Single Family,Detached House,3,2,1078,1.422308,West
7/8/2018,2018,Stamford,284880,475000,Single Family,Detached House,3,1,1030,1.422308,West
7/11/2018,2018,Waterbury,444584.207,26550,Single Family,Detached House,3,2,970,1.422308,East
7/11/2018,2018,Stamford,476640,675000,Single Family,Detached House,3,3,1028,1.422308,West
7/11/2018,2018,Waterbury,444584.207,102500,Single Family,Detached House,3,1,954,1.422308,East
7/11/2018,2018,Waterbury,107500,175200,Single Family,Detached House,3,3,981,1.422308,East
7/11/2018,2018,Unknown,90550,104000,Single Family,Detached House,3,2,951,1.422308,South
7/12/2018,2018,West Hartford,278530,375000,Single Family,Detached House,3,1,994,1.422308,South
7/13/2018,2018,West Hartford,444584.207,499000,Single Family,Detached House,3,3,1062,1.422308,East
7/13/2018,2018,Stamford,444584.207,441000,Single Family,Detached House,3,3,963,1.422308,North
7/13/2018,2018,West Hartford,444584.207,190000,Single Family,Detached House,3,3,1041,1.422308,East
7/14/2018,2018,West Hartford,172900,230000,Single Family,Detached House,3,1,1049,1.422308,North
7/14/2018,2018,Waterbury,114340,125000,Three Family,Triplex,6,6,2193,1.422308,East
7/14/2018,2018,West Hartford,121030,184900,Single Family,Detached House,3,2,1111.658981,1.422308,North
7/14/2018,2018,Unknown,706090,900000,Single Family,Detached House,3,3,942,1.422308,East
7/15/2018,2018,Waterbury,62250,42387,Single Family,Detached House,3,1,1046,1.422308,South
7/18/2018,2018,West Hartford,154770,237500,Single Family,Detached House,3,1,951,1.422308,South
7/18/2018,2018,Unknown,260890,325000,Single Family,Detached House,3,1,982,1.422308,North
7/18/2018,2018,West Hartford,177380,302500,Single Family,Detached House,3,2,971,1.422308,South
7/18/2018,2018,Norwalk,506430,799000,Single Family,Detached House,3,2,1005,1.422308,South
7/21/2018,2018,West Hartford,56700,104000,Single Family,Detached House,3,2,908,1.422308,North
7/21/2018,2018,Unknown,69120,55000,Single Family,Detached House,3,1,917,1.422308,East
7/22/2018,2018,Norwalk,203150,357000,Single Family,Detached House,3,2,999,1.422308,North
7/22/2018,2018,Waterbury,69540,47324,Single Family,Detached House,3,3,1038,1.422308,West
7/22/2018,2018,Stamford,444584.207,420000,Single Family,Detached House,3,3,1041,1.422308,South
7/25/2018,2018,West Hartford,218190,345000,Single Family,Detached House,3,3,1111.658981,1.422308,East
7/25/2018,2018,Stamford,389940,645000,Single Family,Detached House,3,3,1022,1.422308,South
7/25/2018,2018,Waterbury,81620,80000,Single Family,Detached House,3,3,919,1.422308,West
7/25/2018,2018,Stamford,206440,380000,Single Family,Detached House,3,1,948,1.422308,South
7/25/2018,2018,Waterbury,116430,169000,Single Family,Detached House,3,3,944,1.422308,South
7/25/2018,2018,Norwalk,225640,232875,Single Family,Detached House,3,2,1111.658981,1.422308,West
7/26/2018,2018,West Hartford,148050,238000,Single Family,Detached House,3,2,979,1.422308,West
7/26/2018,2018,Waterbury,92380,90000,Single Family,Detached House,3,3,1111.658981,1.422308,East
7/26/2018,2018,West Hartford,188020,330000,Single Family,Detached House,3,3,923,1.422308,West
7/27/2018,2018,Stamford,532770,700000,Single Family,Detached House,3,2,913,1.422308,South
7/28/2018,2018,West Hartford,127960,160500,Single Family,Detached House,3,2,920,1.422308,South
7/29/2018,2018,Waterbury,65860,56175,Two Family,Duplex,4,3,1344,1.422308,West
7/29/2018,2018,Norwalk,463060,645000,Single Family,Detached House,3,1,1111.658981,1.422308,North
7/29/2018,2018,Waterbury,80400,106000,Single Family,Detached House,3,2,911,1.422308,North
7/29/2018,2018,Waterbury,444584.207,20000,Single Family,Duplex,4,2,1498,1.422308,South
8/1/2018,2018,Stamford,269350,428500,Single Family,Detached House,3,1,1015,1.422308,East
8/1/2018,2018,West Hartford,165550,268000,Single Family,Detached House,3,1,1081,1.422308,North
8/1/2018,2018,Waterbury,99430,123000,Single Family,Detached House,3,3,900,1.422308,North
8/1/2018,2018,Waterbury,154200,235000,Three Family,Triplex,6,4,1957,1.422308,West
8/1/2018,2018,Unknown,162820,242500,Single Family,Detached House,3,1,1028,1.422308,West
8/2/2018,2018,Waterbury,113340,165800,Single Family,Detached House,3,3,1090,1.422308,East
8/2/2018,2018,Unknown,60470,46450,Single Family,Detached House,3,1,931,1.422308,South
8/3/2018,2018,Stamford,302360,538350,Single Family,Detached House,3,3,916,1.422308,South
8/3/2018,2018,West Hartford,310030,500000,Single Family,Detached House,3,1,971,1.422308,South
8/3/2018,2018,Unknown,114990,130000,Single Family,Detached House,3,1,1009,1.422308,North
8/3/2018,2018,Stamford,363260,780000,Single Family,Detached House,3,1,1009,1.422308,East
8/3/2018,2018,West Hartford,236250,329000,Single Family,Detached House,3,3,920,1.422308,North
8/3/2018,2018,West Hartford,391160,625000,Single Family,Detached House,3,2,1055,1.422308,South
8/4/2018,2018,Stamford,614250,1065000,Single Family,Detached House,3,3,1096,1.422308,East
8/4/2018,2018,Norwalk,156840,255000,Two Family,Duplex,4,3,1239,1.422308,East
8/4/2018,2018,West Hartford,165130,244000,Single Family,Detached House,3,3,1010,1.422308,North
8/5/2018,2018,Waterbury,25970,35000,Three Family,Triplex,6,6,1830,1.422308,South
8/5/2018,2018,Waterbury,92450,95000,Single Family,Detached House,3,3,921,1.422308,East
8/5/2018,2018,West Hartford,262500,532500,Single Family,Detached House,3,3,1030,1.422308,West
8/8/2018,2018,Stamford,310610,456000,Single Family,Detached House,3,1,1092,1.422308,South
8/9/2018,2018,Stamford,1547280,2100000,Single Family,Detached House,3,3,1024,1.422308,East
8/10/2018,2018,Norwalk,350960,855000,Single Family,Detached House,3,3,904,1.422308,North
8/10/2018,2018,Waterbury,77160,91000,Single Family,Detached House,3,1,998,1.422308,East
8/11/2018,2018,Stamford,489030,612000,Single Family,Detached House,3,1,996,1.422308,East
8/15/2018,2018,West Hartford,172900,287500,Single Family,Detached House,3,3,1078,1.422308,West
8/15/2018,2018,Waterbury,100480,66150,Single Family,Detached House,3,2,904,1.422308,East
8/15/2018,2018,Unknown,376310,420000,Single Family,Detached House,3,1,915,1.422308,South
8/15/2018,2018,Waterbury,86760,65000,Single Family,Detached House,3,3,1070,1.422308,West
8/15/2018,2018,Norwalk,490170,580000,Single Family,Detached House,3,1,1098,1.422308,West
8/16/2018,2018,Waterbury,94430,160000,Four Family,Fourplex,8,8,2472,1.422308,East
8/16/2018,2018,Waterbury,81030,93000,Single Family,Detached House,3,3,948,1.422308,West
8/16/2018,2018,Stamford,444584.207,720000,Single Family,Detached House,3,2,986,1.422308,West
8/17/2018,2018,Waterbury,74490,31500,Single Family,Detached House,3,2,1024,1.422308,South
8/17/2018,2018,Stamford,434620,665000,Single Family,Detached House,3,2,1111.658981,1.422308,West
8/17/2018,2018,West Hartford,179480,290000,Single Family,Detached House,3,3,1017,1.422308,West
8/17/2018,2018,Waterbury,76270,112000,Single Family,Detached House,3,2,1053,1.422308,North
8/18/2018,2018,Waterbury,75760,55000,Single Family,Detached House,3,2,1096,1.422308,South
8/18/2018,2018,Stamford,635360,1375000,Single Family,Detached House,3,3,1015,1.422308,South
8/18/2018,2018,Norwalk,708250,1260000,Single Family,Detached House,3,1,1026,1.422308,North
8/19/2018,2018,Waterbury,143390,167500,Single Family,Detached House,3,3,1048,1.422308,North
8/22/2018,2018,West Hartford,236040,385000,Single Family,Detached House,3,1,1111.658981,1.422308,North
8/22/2018,2018,Stamford,137290,350000,Single Family,Detached House,3,3,1030,1.422308,North
8/22/2018,2018,West Hartford,213430,317000,Single Family,Detached House,3,3,921,1.422308,East
8/22/2018,2018,Unknown,397390,499900,Single Family,Detached House,3,2,976,1.422308,East
8/22/2018,2018,West Hartford,444584.207,299900,Two Family,Duplex,4,2,1301,1.422308,West
8/23/2018,2018,West Hartford,159740,282000,Single Family,Detached House,3,3,973,1.422308,North
8/23/2018,2018,Waterbury,70570,85000,Single Family,Detached House,3,3,951,1.422308,East
8/23/2018,2018,Stamford,444584.207,505000,Single Family,Detached House,3,3,914,1.422308,South
8/23/2018,2018,Waterbury,98950,160000,Single Family,Detached House,3,3,937,1.422308,South
8/23/2018,2018,West Hartford,168490,275000,Single Family,Detached House,3,1,905,1.422308,East
8/23/2018,2018,West Hartford,196280,280000,Single Family,Detached House,3,1,1062,1.422308,North
8/23/2018,2018,West Hartford,222880,315000,Single Family,Detached House,3,3,1046,1.422308,West
8/24/2018,2018,West Hartford,444584.207,290000,Single Family,Detached House,3,2,995,1.422308,East
8/24/2018,2018,Stamford,242040,455000,Single Family,Detached House,3,1,1008,1.422308,East
8/25/2018,2018,Waterbury,64140,50500,Single Family,Detached House,3,1,1096,1.422308,North
8/26/2018,2018,Waterbury,62720,45000,Three Family,Triplex,6,5,2027,1.422308,East
8/29/2018,2018,West Hartford,224420,335000,Single Family,Detached House,3,1,1036,1.422308,East
8/29/2018,2018,Stamford,405110,749000,Single Family,Detached House,3,1,972,1.422308,North
8/29/2018,2018,West Hartford,140210,160000,Single Family,Detached House,3,2,953,1.422308,South
8/30/2018,2018,Stamford,232750,380000,Single Family,Detached House,3,1,1067,1.422308,East
8/30/2018,2018,West Hartford,146230,232500,Single Family,Detached House,3,1,1111.658981,1.422308,North
8/30/2018,2018,Stamford,370810,435000,Single Family,Detached House,3,3,997,1.422308,South
8/30/2018,2018,Stamford,444584.207,721000,Single Family,Detached House,3,3,1088,1.422308,South
8/31/2018,2018,Waterbury,71400,81600,Single Family,Detached House,3,3,923,1.422308,West
8/31/2018,2018,Waterbury,76030,120000,Single Family,Detached House,3,3,1060,1.422308,East
8/31/2018,2018,Waterbury,444584.207,121000,Single Family,Detached House,3,3,997,1.422308,West
8/31/2018,2018,Stamford,286810,320000,Single Family,Detached House,3,2,994,1.422308,West
9/1/2018,2018,Waterbury,110510,50350,Single Family,Detached House,3,3,938,1.422308,South
9/2/2018,2018,West Hartford,502250,686000,Single Family,Detached House,3,1,954,1.422308,South
9/2/2018,2018,Stamford,226450,480000,Two Family,Duplex,4,2,1234,1.422308,South
9/6/2018,2018,Stamford,191860,316000,Single Family,Detached House,3,3,1077,1.422308,North
9/6/2018,2018,Stamford,259640,430000,Single Family,Detached House,3,1,1008,1.422308,West
9/8/2018,2018,Waterbury,444584.207,54000,Single Family,Detached House,3,1,1111.658981,1.422308,North
9/9/2018,2018,Waterbury,59800,132500,Single Family,Detached House,3,2,1111.658981,1.422308,South
9/9/2018,2018,Stamford,270050,452000,Single Family,Detached House,3,3,967,1.422308,East
9/12/2018,2018,West Hartford,202230,445000,Single Family,Detached House,3,2,921,1.422308,South
9/12/2018,2018,West Hartford,115920,128500,Single Family,Detached House,3,3,1111.658981,1.422308,North
9/12/2018,2018,Waterbury,75090,62500,Three Family,Triplex,6,5,1990,1.422308,North
9/16/2018,2018,Waterbury,444584.207,125000,Single Family,Detached House,3,1,919,1.422308,East
9/19/2018,2018,Unknown,95610,134900,Single Family,Detached House,3,2,1033,1.422308,South
9/19/2018,2018,Stamford,384820,555000,Single Family,Detached House,3,3,949,1.422308,South
9/19/2018,2018,Stamford,844470,1260000,Single Family,Detached House,3,3,1111.658981,1.422308,South
9/19/2018,2018,Unknown,444584.207,372000,Single Family,Detached House,3,1,969,1.422308,East
9/20/2018,2018,West Hartford,444584.207,207000,Single Family,Detached House,3,3,951,1.422308,South
9/21/2018,2018,Waterbury,37670,30000,Single Family,Detached House,3,2,1064,1.422308,West
9/23/2018,2018,Waterbury,95520,236000,Two Family,Duplex,4,4,1215,1.422308,West
9/26/2018,2018,Waterbury,66560,93000,Single Family,Detached House,3,1,980,1.422308,North
9/26/2018,2018,Waterbury,105840,120000,Single Family,Detached House,3,1,1032,1.422308,South
9/26/2018,2018,West Hartford,444584.207,105000,Single Family,Detached House,3,3,914,1.422308,East
9/26/2018,2018,West Hartford,244860,325000,Single Family,Detached House,3,2,953,1.422308,West
9/26/2018,2018,West Hartford,522130,825000,Single Family,Detached House,3,2,1047,1.422308,North
9/26/2018,2018,Stamford,272530,470000,Single Family,Detached House,3,3,949,1.422308,North
9/27/2018,2018,Unknown,107040,21000,Three Family,Triplex,6,5,1839,1.422308,West
9/28/2018,2018,Waterbury,72410,90000,Single Family,Detached House,3,2,1111.658981,1.422308,East
9/28/2018,2018,Waterbury,53800,46000,Single Family,Detached House,3,1,908,1.422308,North
9/29/2018,2018,Waterbury,103160,169000,Single Family,Detached House,3,1,1049,1.422308,South
9/30/2018,2018,West Hartford,144830,189900,Single Family,Detached House,3,1,960,1.422308,East
9/30/2018,2018,Stamford,313020,595000,Single Family,Detached House,3,1,1097,1.422308,West
10/3/2018,2018,Stamford,746710,1085000,Single Family,Detached House,3,1,1079,1.422308,East
10/3/2018,2018,Waterbury,122220,133000,Two Family,Duplex,4,2,1441,1.422308,North
10/3/2018,2018,Bridgeport,55820,78000,Single Family,Detached House,3,3,1111.658981,1.422308,North
10/3/2018,2018,Unknown,224600,375000,Single Family,Detached House,3,1,1089,1.422308,North
10/3/2018,2018,Fairfield,444584.207,405000,Single Family,Detached House,3,3,911,1.422308,East
10/3/2018,2018,Stamford,289700,470000,Single Family,Detached House,3,3,916,1.422308,South
10/3/2018,2018,Unknown,444584.207,200000,Single Family,Detached House,3,1,1011,1.422308,West
10/3/2018,2018,Bridgeport,206720,328000,Single Family,Duplex,4,4,1326,1.422308,East
10/4/2018,2018,Greenwich,986020,1715000,Single Family,Detached House,3,1,924,1.422308,West
10/4/2018,2018,Norwalk,277030,375000,Single Family,Detached House,3,1,1089,1.422308,South
10/4/2018,2018,Bridgeport,98000,30000,Single Family,Detached House,3,3,1111.658981,1.422308,East
10/5/2018,2018,Norwalk,997440,1630000,Single Family,Detached House,3,3,951,1.422308,East
10/5/2018,2018,Stamford,232330,395000,Single Family,Detached House,3,1,919,1.422308,North
10/5/2018,2018,Stamford,539390,825000,Single Family,Detached House,3,1,949,1.422308,West
10/6/2018,2018,Unknown,203220,300000,Single Family,Detached House,3,3,928,1.422308,South
10/7/2018,2018,Waterbury,444584.207,173500,Single Family,Detached House,3,2,924,1.422308,South
10/7/2018,2018,Unknown,478310,693500,Single Family,Detached House,3,1,1080,1.422308,North
10/7/2018,2018,Greenwich,2054430,2700000,Single Family,Detached House,3,2,900,1.422308,East
10/7/2018,2018,Unknown,2841300,3200000,Single Family,Detached House,3,1,1022,1.422308,East
10/7/2018,2018,Bridgeport,117410,183000,Single Family,Detached House,3,1,1111.658981,1.422308,East
10/7/2018,2018,Fairfield,565180,900000,Single Family,Detached House,3,3,904,1.422308,West
10/11/2018,2018,Stamford,401740,475000,Single Family,Detached House,3,3,925,1.422308,South
10/11/2018,2018,Stamford,852280,1085000,Single Family,Detached House,3,1,930,1.422308,West
10/11/2018,2018,Unknown,392250,592000,Single Family,Detached House,3,1,922,1.422308,West
10/12/2018,2018,Stamford,317150,558125,Single Family,Detached House,3,1,926,1.422308,South
10/12/2018,2018,Waterbury,87710,137500,Two Family,Duplex,4,4,1298,1.422308,North
10/12/2018,2018,Norwalk,161340,210000,Two Family,Duplex,4,2,1111.658981,1.422308,East
10/12/2018,2018,Norwalk,688160,789000,Single Family,Detached House,3,1,968,1.422308,North
10/12/2018,2018,Waterbury,158560,200000,Single Family,Detached House,3,2,1003,1.422308,North
10/12/2018,2018,Stamford,265840,450000,Two Family,Duplex,4,3,1478,1.422308,West
10/12/2018,2018,Norwalk,934800,1838520,Single Family,Detached House,3,2,923,1.422308,East
10/13/2018,2018,Norwalk,264360,285000,Single Family,Detached House,3,1,917,1.422308,West
